year,month,route,avg_ridership,city
2019,4,72,11973.266666666666,Chicago
2019,4,73,4459.7,Chicago
2019,4,74,9992.766666666666,Chicago
2019,4,75,5779.066666666667,Chicago
2019,4,76,8615.533333333333,Chicago
2019,4,77,16754.733333333334,Chicago
2019,4,78,6371.6,Chicago
2019,4,79,20181.8,Chicago
2019,4,8,19031.066666666666,Chicago
2019,4,80,9095.266666666666,Chicago
2019,4,81,9729.9,Chicago
2019,4,81W,1322.2666666666667,Chicago
2019,4,82,14086.566666666668,Chicago
2019,4,84,2976.3333333333335,Chicago
2019,4,85,7697.1,Chicago
2019,4,85A,650.8076923076923,Chicago
2019,4,86,2242.7272727272725,Chicago
2019,4,87,9434.266666666666,Chicago
2019,4,88,981.8666666666667,Chicago
2019,4,8A,2337.733333333333,Chicago
2019,4,9,15231.866666666667,Chicago
2019,4,90,3646.4666666666667,Chicago
2019,4,91,5142.366666666667,Chicago
2019,4,92,5177.6,Chicago
2019,4,93,3160.230769230769,Chicago
2019,4,94,6732.9,Chicago
2019,4,95,4675.9,Chicago
2019,4,96,784.6363636363636,Chicago
2019,4,97,2490.3333333333335,Chicago
2019,4,J14,8719.2,Chicago
2019,4,X49,6048.363636363636,Chicago
2019,4,X9,7800.954545454545,Chicago
2019,4,X98,11.45,Chicago
2019,5,2,3674.9411764705883,Chicago
2019,5,4,18101.6,Chicago
2019,5,15,6458.421052631579,Chicago
2019,5,18,3240.3846153846152,Chicago
2019,5,19,227.0,Chicago
2019,5,20,14054.346153846154,Chicago
2019,5,34,4211.454545454545,Chicago
2019,5,35,4201.529411764706,Chicago
2019,5,36,11528.2,Chicago
2019,5,37,1485.6666666666667,Chicago
2019,5,39,1616.0434782608695,Chicago
2019,5,43,1203.7333333333333,Chicago
2019,5,44,2647.2272727272725,Chicago
2019,5,143,1692.4666666666667,Chicago
2019,5,146,11694.09090909091,Chicago
2019,5,147,10204.411764705883,Chicago
2019,5,148,2454.133333333333,Chicago
2019,5,151,13466.933333333332,Chicago
2019,5,152,8497.58064516129,Chicago
2019,5,155,5406.290322580645,Chicago
2019,5,156,6649.045454545455,Chicago
2019,5,157,5002.136363636364,Chicago
2019,5,165,204.9090909090909,Chicago
2019,5,169,79.84,Chicago
2019,5,171,926.0,Chicago
2019,5,172,1707.8461538461538,Chicago
2019,5,192,815.8947368421053,Chicago
2019,5,1,1732.1818181818182,Chicago
2019,5,10,167.5,Chicago
2019,5,100,509.6363636363636,Chicago
2019,5,1001,171.3,Chicago
2019,5,103,1666.258064516129,Chicago
2019,5,106,976.8064516129032,Chicago
2019,5,108,1052.1818181818182,Chicago
2019,5,11,1224.032258064516,Chicago
2019,5,111,2704.7096774193546,Chicago
2019,5,111A,189.19354838709677,Chicago
2019,5,112,1534.0,Chicago
2019,5,115,2569.548387096774,Chicago
2019,5,119,3745.483870967742,Chicago
2019,5,12,10331.129032258064,Chicago
2019,5,120,751.8181818181819,Chicago
2019,5,121,1110.6363636363637,Chicago
2019,5,124,1048.483870967742,Chicago
2019,5,125,1122.4545454545455,Chicago
2019,5,126,4218.290322580645,Chicago
2019,5,130,265.0,Chicago
2019,5,134,2820.4545454545455,Chicago
2019,5,135,3363.181818181818,Chicago
2019,5,136,1954.6363636363637,Chicago
2019,5,143,1824.5714285714287,Chicago
2019,5,146,11994.777777777777,Chicago
2019,5,147,10457.214285714286,Chicago
2019,5,148,2401.0,Chicago
2019,5,15,6676.333333333333,Chicago
2019,5,151,13713.6875,Chicago
2019,5,171,1066.6,Chicago
2019,5,172,2172.8,Chicago
2019,5,18,3298.2,Chicago
2019,5,192,759.3333333333334,Chicago
2019,5,2,3579.2,Chicago
2019,5,20,14668.6,Chicago
2019,5,201,2279.3846153846152,Chicago
2019,5,206,741.9545454545455,Chicago
2019,5,21,7944.935483870968,Chicago
2019,5,22,14922.193548387097,Chicago
2019,5,24,2863.5,Chicago
2019,5,26,4211.863636363636,Chicago
2019,5,28,5001.354838709677,Chicago
2019,5,29,10343.58064516129,Chicago
2019,5,3,14343.41935483871,Chicago
2019,5,30,2730.7096774193546,Chicago
2019,5,31,400.6818181818182,Chicago
2019,5,34,4223.111111111111,Chicago
2019,5,35,4054.214285714286,Chicago
2019,5,36,11152.166666666666,Chicago
2019,5,37,1483.2,Chicago
2019,5,39,1213.75,Chicago
2019,5,4,16722.727272727272,Chicago
2019,5,43,1231.5625,Chicago
2019,5,44,2813.0,Chicago
2019,5,47,8321.193548387097,Chicago
2019,5,48,969.2272727272727,Chicago
2019,5,49,14844.09677419355,Chicago
2019,5,49B,4643.129032258064,Chicago
2019,5,5,421.80645161290323,Chicago
2019,5,50,7973.064516129032,Chicago
2019,5,51,1185.6451612903227,Chicago
2019,5,52,10719.516129032258,Chicago
2019,5,52A,3392.4193548387098,Chicago
2019,5,53,16338.161290322581,Chicago
2019,5,53A,6126.870967741936,Chicago
2019,5,54,8925.225806451614,Chicago
2019,5,54A,744.9545454545455,Chicago
2019,5,54B,2481.516129032258,Chicago
2019,5,55,8409.354838709678,Chicago
2019,5,55A,333.1363636363636,Chicago
2019,5,55N,485.11538461538464,Chicago
2019,5,56,7133.612903225807,Chicago
2019,5,57,1980.4193548387098,Chicago
2019,5,59,3132.730769230769,Chicago
2019,5,6,8714.387096774193,Chicago
2019,5,60,8790.258064516129,Chicago
2019,5,62,8865.354838709678,Chicago
2019,5,62H,835.2692307692307,Chicago
2019,5,63,13301.548387096775,Chicago
2019,5,63W,1208.516129032258,Chicago
2019,5,65,7304.290322580645,Chicago
2019,5,66,18956.064516129034,Chicago
2019,5,67,8523.322580645161,Chicago
2019,5,68,835.3548387096774,Chicago
2019,5,7,4742.772727272727,Chicago
2019,5,70,7756.032258064516,Chicago
2019,5,71,8152.290322580645,Chicago
2019,5,72,12534.967741935483,Chicago
2019,5,73,4843.903225806452,Chicago
2019,5,74,10342.516129032258,Chicago
2019,5,75,6224.387096774193,Chicago
2019,5,76,9379.741935483871,Chicago
2019,5,77,17331.967741935485,Chicago
2019,5,78,6320.225806451613,Chicago
2019,5,79,21267.8064516129,Chicago
2019,5,8,17258.09677419355,Chicago
2019,5,80,9391.516129032258,Chicago
